championName,championId,Win,Lose,vs아트록스(승),vs아트록스(패),vs아리(승),vs아리(패),vs아칼리(승),vs아칼리(패),vs아크샨(승),vs아크샨(패),vs알리스타(승),vs알리스타(패),vs아무무(승),vs아무무(패),vs애니비아(승),vs애니비아(패),vs애니(승),vs애니(패),vs아펠리오스(승),vs아펠리오스(패),vs애쉬(승),vs애쉬(패),vs아우렐리온 솔(승),vs아우렐리온 솔(패),vs아지르(승),vs아지르(패),vs바드(승),vs바드(패),vs벨베스(승),vs벨베스(패),vs블리츠크랭크(승),vs블리츠크랭크(패),vs브랜드(승),vs브랜드(패),vs브라움(승),vs브라움(패),vs케이틀린(승),vs케이틀린(패),vs카밀(승),vs카밀(패),vs카시오페아(승),vs카시오페아(패),vs초가스(승),vs초가스(패),vs코르키(승),vs코르키(패),vs다리우스(승),vs다리우스(패),vs다이애나(승),vs다이애나(패),vs드레이븐(승),vs드레이븐(패),vs문도 박사(승),vs문도 박사(패),vs에코(승),vs에코(패),vs엘리스(승),vs엘리스(패),vs이블린(승),vs이블린(패),vs이즈리얼(승),vs이즈리얼(패),vs피들스틱(승),vs피들스틱(패),vs피오라(승),vs피오라(패),vs피즈(승),vs피즈(패),vs갈리오(승),vs갈리오(패),vs갱플랭크(승),vs갱플랭크(패),vs가렌(승),vs가렌(패),vs나르(승),vs나르(패),vs그라가스(승),vs그라가스(패),vs그레이브즈(승),vs그레이브즈(패),vs그웬(승),vs그웬(패),vs헤카림(승),vs헤카림(패),vs하이머딩거(승),vs하이머딩거(패),vs일라오이(승),vs일라오이(패),vs이렐리아(승),vs이렐리아(패),vs아이번(승),vs아이번(패),vs잔나(승),vs잔나(패),vs자르반 4세(승),vs자르반 4세(패),vs잭스(승),vs잭스(패),vs제이스(승),vs제이스(패),vs진(승),vs진(패),vs징크스(승),vs징크스(패),vs카이사(승),vs카이사(패),vs칼리스타(승),vs칼리스타(패),vs카르마(승),vs카르마(패),vs카서스(승),vs카서스(패),vs카사딘(승),vs카사딘(패),vs카타리나(승),vs카타리나(패),vs케일(승),vs케일(패),vs케인(승),vs케인(패),vs케넨(승),vs케넨(패),vs카직스(승),vs카직스(패),vs킨드레드(승),vs킨드레드(패),vs클레드(승),vs클레드(패),vs코그모(승),vs코그모(패),vs르블랑(승),vs르블랑(패),vs리 신(승),vs리 신(패),vs레오나(승),vs레오나(패),vs릴리아(승),vs릴리아(패),vs리산드라(승),vs리산드라(패),vs루시안(승),vs루시안(패),vs룰루(승),vs룰루(패),vs럭스(승),vs럭스(패),vs말파이트(승),vs말파이트(패),vs말자하(승),vs말자하(패),vs마오카이(승),vs마오카이(패),vs마스터 이(승),vs마스터 이(패),vs미스포츈(승),vs미스포츈(패),vs오공(승),vs오공(패),vs모데카이저(승),vs모데카이저(패),vs모르가나(승),vs모르가나(패),vs나미(승),vs나미(패),vs나서스(승),vs나서스(패),vs노틸러스(승),vs노틸러스(패),vs니코(승),vs니코(패),vs니달리(승),vs니달리(패),vs닐라(승),vs닐라(패),vs녹턴(승),vs녹턴(패),vs누누와 윌럼프(승),vs누누와 윌럼프(패),vs올라프(승),vs올라프(패),vs오리아나(승),vs오리아나(패),vs오른(승),vs오른(패),vs판테온(승),vs판테온(패),vs뽀삐(승),vs뽀삐(패),vs파이크(승),vs파이크(패),vs키아나(승),vs키아나(패),vs퀸(승),vs퀸(패),vs라칸(승),vs라칸(패),vs람머스(승),vs람머스(패),vs렉사이(승),vs렉사이(패),vs렐(승),vs렐(패),vs레타나 글라스크(승),vs레타나 글라스크(패),vs레넥톤(승),vs레넥톤(패),vs렝가(승),vs렝가(패),vs리븐(승),vs리븐(패),vs럼블(승),vs럼블(패),vs라이즈(승),vs라이즈(패),vs사미라(승),vs사미라(패),vs세주아니(승),vs세주아니(패),vs세나(승),vs세나(패),vs세라핀(승),vs세라핀(패),vs세트(승),vs세트(패),vs샤코(승),vs샤코(패),vs쉔(승),vs쉔(패),vs쉬바나(승),vs쉬바나(패),vs신지드(승),vs신지드(패),vs사이온(승),vs사이온(패),vs시비르(승),vs시비르(패),vs스카너(승),vs스카너(패),vs소나(승),vs소나(패),vs소라카(승),vs소라카(패),vs스웨인(승),vs스웨인(패),vs사일러스(승),vs사일러스(패),vs신드라(승),vs신드라(패),vs탐 켄치(승),vs탐 켄치(패),vs탈리야(승),vs탈리야(패),vs탈론(승),vs탈론(패),vs타릭(승),vs타릭(패),vs티모(승),vs티모(패),vs쓰레쉬(승),vs쓰레쉬(패),vs트리스타나(승),vs트리스타나(패),vs트런들(승),vs트런들(패),vs트린다미어(승),vs트린다미어(패),vs트위스티드 페이트(승),vs트위스티드 페이트(패),vs트위치(승),vs트위치(패),vs우디르(승),vs우디르(패),vs우르곳(승),vs우르곳(패),vs바루스(승),vs바루스(패),vs베인(승),vs베인(패),vs베이가(승),vs베이가(패),vs벨코즈(승),vs벨코즈(패),vs벡스(승),vs벡스(패),vs바이(승),vs바이(패),vs비에고(승),vs비에고(패),vs빅토르(승),vs빅토르(패),vs블라디미르(승),vs블라디미르(패),vs볼리베어(승),vs볼리베어(패),vs워윅(승),vs워윅(패),vs자야(승),vs자야(패),vs제라스(승),vs제라스(패),vs신 짜오(승),vs신 짜오(패),vs야스오(승),vs야스오(패),vs요네(승),vs요네(패),vs요릭(승),vs요릭(패),vs유미(승),vs유미(패),vs자크(승),vs자크(패),vs제드(승),vs제드(패),vs제리(승),vs제리(패),vs직스(승),vs직스(패),vs질리언(승),vs질리언(패),vs조이(승),vs조이(패),vs자이라(승),vs자이라(패)
아이번,427,13,27,7,8,0,0,2,2,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,1,0,0,0,0,3,3,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,1,4,7,0,0,0,3,0,0,0,0,2,1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,2,2,10,0,2,3,1,0,2,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,1,0,0,0,2,3,4,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,2,0,1,0,1,1,1,1,1,0,2,0,3,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,2,0,1,0,2,1,0,0,0,0,0,1,1,1,0
잔나,40,31,39,7,7,0,1,3,2,1,1,1,4,3,2,0,1,0,0,2,3,2,1,0,0,1,4,0,2,1,0,0,1,0,1,1,1,1,5,2,4,0,1,0,0,0,0,1,1,1,1,1,2,0,0,2,2,0,2,0,0,5,5,2,0,3,1,0,1,1,3,1,1,1,0,0,0,3,1,2,6,0,0,2,2,0,0,0,0,1,2,1,0,-1,-1,1,0,3,0,0,0,1,1,2,0,4,7,3,2,1,5,0,0,0,2,2,0,0,0,0,0,1,0,0,4,3,2,0,1,0,0,1,2,5,6,2,4,1,0,3,0,1,1,1,4,0,1,0,0,0,0,2,6,1,0,1,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,1,0,1,0,1,0,1,2,2,1,1,0,1,6,4,2,0,2,1,1,2,0,0,1,3,0,0,2,3,1,3,0,0,0,0,1,4,0,0,1,1,0,1,0,0,1,1,2,1,0,0,0,0,0,2,0,0,3,0,0,1,0,0,4,4,1,1,0,0,0,0,2,4,2,4,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,2,1,1,1,0,1,1,2,0,3,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,2,0,2,0,2,1,0,0,1,1,0,1,1,2,0,0
자르반 4세,59,45,54,5,6,0,0,3,1,3,0,1,1,5,3,0,1,0,0,4,1,5,6,0,0,2,0,1,0,0,2,1,0,0,0,2,2,8,8,2,4,2,1,0,0,0,0,0,1,1,1,2,5,1,0,2,2,1,2,0,0,4,5,0,0,2,0,0,1,0,3,4,3,0,0,2,0,1,5,1,10,0,0,2,6,0,1,0,1,3,4,0,0,0,1,-1,-1,3,6,0,4,5,3,3,1,1,8,3,1,7,3,3,3,0,0,2,0,0,0,1,0,4,3,1,1,3,6,0,0,0,0,0,3,5,6,2,4,2,0,1,1,0,2,7,4,1,2,0,0,0,0,4,5,0,1,3,6,0,0,0,0,0,2,0,0,0,0,1,4,0,0,7,4,0,0,0,0,2,1,0,2,1,1,1,1,3,1,2,0,4,4,2,0,0,0,0,4,0,0,3,0,0,0,0,0,2,3,1,1,2,0,5,3,0,2,1,1,4,1,0,0,0,1,1,3,1,1,0,2,1,0,0,0,0,2,3,0,0,0,0,0,0,3,0,2,3,7,2,5,0,0,4,4,3,1,0,0,0,0,4,2,1,4,1,0,0,0,3,1,0,0,0,1,0,0,3,3,0,0,0,0,0,0,2,0,2,1,1,4,1,5,0,2,0,0,0,0,1,2,1,1,0,0,1,1,3,7,0,0,3,2,0,0,2,3,1,0,0,0,1,1,3,4,1,0
잭스,24,276,251,58,57,3,6,33,15,5,5,10,12,23,18,1,1,1,0,18,14,13,6,0,1,9,10,10,9,10,5,10,13,1,0,7,2,17,18,22,18,4,3,0,1,0,0,8,0,6,5,10,11,2,3,7,6,9,6,0,0,22,20,5,2,19,12,0,1,16,15,7,10,4,1,6,4,23,27,27,45,4,0,17,13,6,4,0,2,21,13,0,0,0,3,6,3,-1,-1,2,3,9,15,9,10,46,50,19,20,7,18,12,7,1,3,12,5,1,0,5,3,12,11,6,3,22,18,1,6,1,0,4,6,27,34,15,9,5,4,1,1,4,3,22,13,5,5,3,2,0,0,27,15,2,5,26,15,1,1,0,0,2,0,2,1,0,2,28,27,1,2,25,19,6,8,1,1,5,2,2,3,4,6,3,7,7,2,6,7,13,12,10,5,1,2,13,9,1,1,4,7,7,15,8,10,20,13,12,11,5,4,10,13,5,4,13,18,10,8,5,1,4,3,20,10,7,4,3,4,1,0,0,1,3,2,5,1,0,0,0,1,3,4,1,3,35,27,13,14,7,1,19,22,5,4,8,6,1,3,14,28,12,13,3,0,1,3,6,8,4,3,5,1,0,0,17,14,4,0,0,2,0,3,9,8,6,11,18,16,18,25,8,12,1,0,0,2,4,0,3,1,0,0,11,11,22,21,0,0,17,9,6,5,14,4,6,3,2,0,3,1,14,14,1,2
제이스,126,89,76,22,18,2,0,10,7,1,1,1,4,10,9,1,0,0,0,7,7,3,3,0,0,4,2,3,2,3,0,3,6,0,1,2,1,6,7,3,2,1,1,1,0,0,0,1,1,2,2,1,3,1,0,1,1,1,2,0,0,8,5,5,0,5,7,0,0,1,5,4,1,1,1,2,2,5,2,18,10,2,0,6,4,5,1,1,0,7,5,0,0,0,0,4,0,3,2,-1,-1,6,5,2,3,14,19,4,3,6,4,2,3,0,0,0,1,0,0,1,0,6,4,2,2,6,6,0,0,1,0,3,4,10,12,0,2,1,1,1,0,0,2,5,2,1,1,0,1,1,0,10,3,0,0,6,4,1,1,1,0,3,0,0,0,0,0,5,5,0,0,7,6,3,0,0,0,0,2,2,0,3,0,2,4,1,1,1,1,3,6,4,4,0,1,2,2,1,1,1,1,4,5,5,5,4,4,2,2,2,0,7,2,0,1,10,3,2,4,1,1,2,0,9,5,0,2,2,1,0,0,1,1,0,1,5,0,0,0,0,0,3,0,2,1,13,11,3,2,0,0,7,7,1,5,0,3,1,2,7,10,7,1,0,0,2,1,0,0,2,2,0,3,0,0,3,8,1,1,0,0,0,0,3,1,3,3,3,4,9,6,1,2,0,0,0,0,0,3,1,0,0,1,3,4,7,5,1,0,5,4,1,0,1,3,0,0,0,0,0,0,4,8,0,0
진,202,226,227,27,30,2,4,12,15,9,8,4,6,18,13,0,2,0,0,10,11,12,9,0,0,8,6,11,10,10,5,7,10,1,0,2,2,64,49,13,13,3,2,0,0,0,2,8,3,4,6,3,5,2,0,11,4,8,4,0,0,28,31,3,2,14,12,1,1,16,11,11,9,0,0,7,11,8,10,34,27,2,3,10,7,4,5,1,2,8,13,0,0,1,1,3,5,15,9,5,6,-1,-1,2,7,26,52,12,8,22,22,6,8,1,5,6,8,0,1,3,7,7,8,2,5,9,22,2,1,3,0,8,10,24,31,6,6,6,3,2,1,3,5,22,8,16,14,0,1,0,0,17,20,2,3,14,18,0,0,0,3,7,3,2,1,0,1,16,22,2,4,27,22,4,1,0,2,5,3,1,0,3,3,6,8,3,1,2,9,8,9,7,5,2,0,8,8,4,2,5,8,4,8,6,1,23,14,5,7,5,2,13,9,6,4,11,8,13,6,4,3,1,3,17,18,4,0,3,5,0,0,1,2,0,2,9,5,0,0,0,1,8,7,6,2,24,19,13,11,2,1,14,18,4,6,3,3,0,4,13,21,7,4,1,2,2,3,3,5,2,3,1,0,0,0,10,10,1,2,0,2,1,1,5,10,6,8,15,16,17,14,6,6,1,1,2,2,1,3,5,2,3,3,7,5,16,13,2,1,10,14,2,2,12,12,1,0,1,2,2,3,20,20,3,3
징크스,222,170,142,24,22,4,2,12,7,8,5,4,0,7,6,1,2,0,0,25,18,6,2,0,0,7,6,6,0,2,10,9,6,1,0,4,2,8,15,6,4,2,1,1,1,0,0,5,2,3,4,8,7,1,2,8,4,5,2,0,1,13,8,2,1,10,3,0,1,5,9,6,9,3,1,5,6,8,6,31,24,2,2,7,7,7,4,0,0,8,9,2,0,0,2,1,3,10,9,3,2,7,2,-1,-1,25,39,13,8,11,4,6,4,1,1,2,3,0,1,2,1,8,2,3,3,11,19,0,3,1,0,4,6,21,9,9,7,2,2,1,0,2,1,5,9,3,4,1,1,0,0,18,12,1,1,14,9,3,0,2,0,1,1,0,0,2,3,20,15,1,0,15,19,2,1,0,1,5,3,2,1,3,1,5,3,4,2,2,4,6,6,4,2,2,3,9,14,2,2,4,1,10,7,8,7,10,6,5,0,0,3,11,5,8,3,13,6,7,6,0,1,1,0,18,11,0,1,4,3,3,0,1,2,1,2,2,3,0,0,0,0,3,3,1,1,16,10,19,12,1,6,9,8,5,6,2,2,3,0,14,18,6,5,2,0,1,1,1,2,3,4,4,4,0,0,12,5,1,2,2,0,0,1,8,1,6,6,9,10,13,18,4,4,1,0,2,0,0,0,1,1,0,1,6,5,8,15,0,1,8,4,2,3,7,5,0,2,3,0,2,0,7,8,1,0
카이사,145,1077,965,160,154,24,15,77,69,34,30,30,40,82,74,5,5,1,3,89,88,47,42,0,2,38,31,37,31,36,39,48,39,5,6,28,27,76,71,66,41,25,17,9,6,0,0,17,14,23,22,33,39,15,9,24,23,18,20,2,1,134,103,22,18,49,37,6,4,58,52,44,41,11,7,28,22,54,48,162,134,10,4,80,63,13,20,5,6,55,62,10,2,7,4,8,1,50,46,19,14,52,26,39,25,-1,-1,78,74,68,31,32,35,2,4,23,25,1,2,10,12,36,36,8,14,68,61,11,17,0,5,27,22,104,109,46,54,21,12,6,3,27,25,58,52,26,15,7,2,1,1,87,105,9,14,122,83,7,7,5,7,16,16,2,2,5,7,79,73,5,6,94,104,24,20,6,3,21,11,24,18,9,11,48,37,23,19,27,23,49,53,38,33,17,17,58,58,12,11,23,16,53,53,27,35,71,65,33,23,19,16,50,39,11,14,89,96,47,43,6,6,8,9,82,63,18,23,24,18,2,2,7,10,10,8,45,28,1,0,0,0,14,22,7,8,144,126,49,50,11,4,86,68,37,31,27,18,5,7,80,82,63,68,7,1,24,14,13,18,20,20,11,7,5,4,71,88,20,14,7,2,7,1,30,30,28,32,76,66,62,79,34,24,3,2,4,5,32,37,15,4,6,10,48,31,90,73,3,5,48,34,32,24,33,22,9,6,4,2,4,3,71,66,7,4
칼리스타,429,315,309,48,59,8,3,28,12,7,10,24,21,13,18,4,2,1,1,31,31,26,21,1,0,12,3,10,8,12,9,14,13,2,4,11,6,22,23,19,10,5,2,1,2,1,1,5,7,9,7,17,11,1,3,7,6,7,6,0,0,30,18,3,7,20,25,4,4,15,23,10,8,2,2,7,8,11,7,37,51,4,2,20,18,5,3,0,1,22,14,2,0,2,3,1,3,20,19,3,4,8,12,8,13,74,78,-1,-1,20,16,8,13,1,2,4,6,0,0,2,1,12,13,6,5,22,17,0,4,2,0,11,10,30,37,21,15,7,9,1,0,5,6,16,16,2,4,1,3,0,2,30,28,2,4,17,15,1,0,2,1,2,4,0,1,1,1,31,32,1,2,18,28,5,2,0,0,7,4,5,4,3,7,11,9,7,4,10,9,19,13,3,9,1,1,20,12,3,1,7,5,9,22,10,9,21,17,9,5,2,6,17,14,10,2,17,20,23,17,3,3,3,4,16,26,5,6,3,9,0,1,0,1,4,1,4,4,0,0,1,0,6,3,2,1,40,31,18,18,1,3,19,34,7,7,2,5,1,0,22,28,14,14,6,3,5,5,4,2,4,7,4,3,1,0,24,29,5,1,3,3,1,2,11,12,9,8,42,22,20,25,10,9,1,0,1,2,2,2,2,2,3,3,13,13,31,28,0,1,11,13,6,3,8,14,0,1,1,2,1,0,26,21,0,1
카르마,43,294,314,43,59,3,8,21,24,12,8,5,7,16,16,5,5,0,0,24,15,20,18,1,0,11,12,17,19,12,9,6,17,4,3,0,0,52,34,12,11,6,5,2,2,0,2,4,8,4,9,7,12,0,2,11,11,4,3,0,1,29,25,0,5,10,12,3,2,12,15,12,22,1,2,10,8,8,14,45,48,1,3,7,12,5,8,3,3,12,10,1,3,5,1,3,7,18,7,4,6,22,22,4,11,31,68,16,20,-1,-1,8,8,2,4,6,8,0,1,4,1,9,9,2,2,22,29,2,2,0,0,14,12,34,29,5,12,8,4,3,1,3,7,35,14,18,16,0,1,1,0,32,28,6,3,19,21,2,0,3,2,8,3,1,1,2,0,28,36,2,4,32,28,2,7,2,4,4,3,5,4,3,4,5,12,8,7,11,2,16,7,7,8,1,3,14,16,5,1,6,11,7,17,6,15,23,21,9,10,8,3,13,17,7,1,9,11,16,15,4,2,3,3,13,22,4,6,7,7,1,1,3,1,3,2,11,10,1,0,0,0,10,9,3,1,30,34,12,14,1,3,24,23,10,13,10,10,2,3,15,18,15,7,2,2,8,3,6,5,6,4,2,3,2,3,10,10,6,2,3,1,2,0,9,13,13,12,16,22,18,20,8,12,1,1,1,0,2,6,5,2,4,1,13,9,22,27,0,1,18,30,6,7,13,12,5,3,0,0,2,3,22,25,1,3
카서스,30,194,183,26,33,6,5,21,14,10,5,3,5,6,13,0,2,0,1,13,18,10,7,0,0,6,5,6,10,10,10,6,9,1,0,5,6,19,17,7,11,3,5,1,0,0,1,3,2,1,3,8,7,0,2,6,3,4,1,0,0,12,15,5,1,10,8,1,3,8,12,10,10,1,1,4,8,6,15,23,28,7,1,15,16,3,4,1,1,14,5,2,0,0,0,3,3,7,12,3,2,8,6,4,6,35,32,13,8,8,8,-1,-1,0,2,8,2,1,1,3,5,7,5,2,1,14,22,1,2,0,0,4,2,23,13,14,9,7,1,3,0,5,2,11,10,5,7,0,1,1,0,16,20,3,2,14,11,2,0,3,1,3,3,1,1,1,2,26,18,1,0,11,14,4,1,0,1,7,4,3,4,1,5,5,3,5,2,7,5,8,10,8,3,4,0,6,10,1,1,2,2,8,8,11,5,15,9,2,2,2,4,7,11,4,1,9,12,13,7,0,1,0,4,11,11,1,2,3,2,2,0,0,0,0,1,4,6,1,0,0,0,5,2,4,0,27,24,6,10,2,2,19,19,5,7,3,4,4,2,13,17,14,11,1,0,4,2,3,1,3,2,4,4,0,0,14,11,3,3,1,0,0,1,4,3,5,5,8,14,14,16,6,8,0,0,0,0,1,6,1,1,0,1,9,4,13,14,1,0,11,5,5,3,7,1,1,1,1,0,1,1,15,15,4,1
카사딘,38,34,25,6,2,0,0,1,1,1,1,0,1,0,1,0,0,0,0,2,2,1,1,0,0,2,0,1,1,1,1,2,0,0,0,1,2,0,3,0,0,1,1,0,1,0,0,1,1,1,2,1,2,0,0,1,0,1,2,0,0,7,2,2,0,0,1,1,0,2,0,2,1,0,0,1,1,3,0,1,5,0,0,0,2,2,0,0,2,2,0,1,0,2,0,0,0,3,1,0,0,5,1,1,1,4,2,2,1,4,2,2,0,-1,-1,1,0,0,0,2,0,1,1,0,0,2,2,1,0,0,0,1,0,6,0,1,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,2,4,0,0,3,3,0,0,0,0,0,0,0,1,0,1,3,3,0,2,4,4,0,0,0,0,0,1,0,2,1,1,3,0,1,0,2,2,1,1,1,1,0,1,2,3,0,0,0,0,1,1,2,1,0,0,2,0,0,0,2,1,1,0,2,1,2,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,3,1,0,0,0,1,0,0,1,3,8,2,2,0,1,1,2,0,0,0,0,0,0,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,1,0,0,6,3,3,5,4,1,0,0,0,0,1,1,0,0,1,0,0,0,4,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,4,0,0,0
카타리나,55,130,126,19,16,2,2,5,9,5,3,10,4,5,15,1,2,1,0,6,8,9,4,0,0,6,5,6,3,1,2,9,2,2,0,2,2,6,8,3,3,2,1,1,0,0,0,2,2,5,2,6,6,1,0,2,2,3,8,0,0,10,15,2,4,10,12,1,3,3,8,5,3,0,1,4,4,6,5,15,18,0,1,7,5,5,2,0,2,11,4,0,0,0,2,0,2,5,12,1,0,8,6,3,2,25,23,6,4,8,6,2,8,0,1,-1,-1,1,0,0,1,1,8,3,1,5,6,3,1,0,0,4,5,16,15,5,8,0,2,1,1,3,6,2,9,1,1,0,0,0,0,7,10,5,0,12,9,1,1,2,1,0,2,1,0,0,1,15,15,0,1,17,15,4,2,0,0,4,1,2,1,2,0,1,3,2,1,0,5,10,12,10,8,1,2,6,4,3,1,6,1,5,8,7,5,11,10,9,4,1,2,7,6,2,0,11,13,5,9,1,0,0,0,8,7,1,2,3,1,1,0,1,0,2,2,2,1,0,0,0,0,3,4,2,1,14,10,11,4,0,0,14,9,2,5,0,1,1,0,7,9,10,7,2,1,6,6,3,3,1,2,1,1,0,0,8,12,1,0,1,0,2,0,8,6,5,1,5,8,10,6,4,3,0,0,1,1,0,0,0,1,3,1,5,4,11,8,2,0,6,3,1,3,2,8,0,0,0,0,0,0,8,10,0,0
케일,10,13,8,4,0,1,1,2,3,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,1,0,1,1,0,0,0,1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
케인,141,68,65,6,10,1,1,2,6,5,5,1,1,3,7,0,0,0,0,4,5,3,4,1,0,1,2,1,4,1,5,3,2,0,0,1,2,3,8,4,4,1,2,0,0,0,0,0,0,3,7,4,3,0,0,3,1,1,1,1,0,4,7,2,4,3,1,0,0,5,3,2,1,1,0,1,0,4,4,9,7,1,0,4,2,0,2,0,1,6,7,0,0,0,0,0,1,3,5,0,1,7,3,1,2,12,10,1,2,1,4,5,3,0,2,1,0,0,0,-1,-1,2,1,0,1,1,5,0,0,1,0,1,2,5,4,2,2,4,2,0,0,2,1,6,2,4,4,0,3,0,1,12,6,1,0,4,5,0,0,0,1,2,0,0,1,1,1,6,5,1,0,10,10,5,0,0,0,4,1,2,1,0,1,3,2,1,0,0,1,4,3,4,2,1,0,5,1,3,0,1,1,6,2,1,3,4,4,2,1,1,0,4,2,2,0,4,3,2,4,0,1,1,0,6,2,3,4,1,3,0,0,1,0,0,1,3,2,0,0,0,0,2,1,0,0,6,6,2,2,1,0,3,6,2,1,1,1,0,0,6,8,3,3,0,0,1,1,0,0,1,1,3,1,0,0,3,4,2,5,0,1,1,1,1,1,1,0,4,1,2,1,1,5,1,1,1,3,1,0,0,1,0,0,7,3,6,6,1,1,3,2,1,0,2,3,0,0,0,0,0,0,6,1,0,0
케넨,85,187,193,48,47,2,4,11,12,11,3,7,7,15,18,1,1,0,1,25,11,12,7,0,0,3,10,5,6,4,8,6,6,1,3,1,3,18,14,2,3,3,4,0,1,1,0,0,0,9,4,1,1,4,2,8,6,3,5,0,0,13,22,2,1,9,12,1,2,13,13,6,6,2,0,1,4,10,9,20,26,3,1,6,14,3,3,2,2,16,13,0,1,0,1,3,4,11,12,4,6,8,7,2,8,36,36,13,12,9,9,5,7,1,1,8,1,0,0,1,2,-1,-1,3,2,11,11,2,4,1,1,3,3,27,26,13,12,2,4,2,0,3,2,12,15,4,2,1,1,1,0,19,16,2,4,11,12,1,1,1,1,2,4,0,1,2,0,26,14,2,0,18,19,3,4,0,1,7,9,4,2,2,2,1,4,4,3,4,4,7,15,6,6,2,3,11,5,3,2,6,4,5,8,6,6,7,11,6,2,1,0,6,9,4,4,8,16,6,8,2,3,2,3,16,18,1,1,4,4,0,0,1,2,1,3,4,5,1,1,0,0,3,4,1,1,28,29,15,7,0,0,12,13,8,2,1,5,1,3,12,18,11,11,0,0,5,3,2,6,3,4,4,1,1,1,10,16,3,1,1,1,0,2,7,3,7,9,14,10,8,11,4,6,0,0,0,2,2,5,1,2,4,1,9,1,11,12,3,1,4,8,3,3,8,3,0,0,0,1,2,0,6,14,2,0
카직스,121,80,71,9,6,2,2,8,6,4,5,3,7,7,5,0,0,0,0,8,7,5,3,0,0,5,1,2,4,4,2,0,3,0,2,1,0,4,4,3,3,2,0,2,0,0,0,0,0,0,2,2,0,1,1,1,3,3,0,0,0,6,7,1,1,3,5,1,0,4,6,4,2,1,1,1,3,1,3,22,14,2,1,5,5,1,3,0,0,4,0,2,1,4,0,1,1,3,6,2,2,5,2,3,3,14,8,5,6,2,2,1,2,0,0,1,3,0,0,1,0,2,3,-1,-1,8,5,2,0,0,1,3,0,7,5,2,2,1,0,0,1,0,0,9,2,2,1,0,1,0,0,4,7,1,4,9,4,1,0,2,0,1,1,0,0,0,1,14,7,2,0,6,6,1,4,0,0,1,4,2,1,2,0,2,1,0,1,4,3,3,2,2,1,1,0,0,2,0,2,0,1,3,5,5,3,5,2,2,0,0,1,2,5,1,0,4,5,3,0,1,1,0,0,6,4,2,1,3,3,0,0,0,1,1,1,2,2,0,0,0,0,2,2,1,1,6,7,5,3,2,0,6,8,0,6,2,3,2,0,8,8,2,4,0,0,0,1,0,0,1,1,0,1,0,1,5,6,3,0,0,0,1,0,7,2,3,0,7,5,6,4,0,2,0,0,0,0,1,1,1,0,0,1,4,3,6,7,0,0,0,3,2,4,1,3,0,2,1,1,0,0,5,5,0,0
