championName,championId,Win,Lose,Banned,아트록스(승),아트록스(패),아트록스(밴),아리(승),아리(패),아리(밴),아칼리(승),아칼리(패),아칼리(밴),아크샨(승),아크샨(패),아크샨(밴),알리스타(승),알리스타(패),알리스타(밴),아무무(승),아무무(패),아무무(밴),애니비아(승),애니비아(패),애니비아(밴),애니(승),애니(패),애니(밴),아펠리오스(승),아펠리오스(패),아펠리오스(밴),애쉬(승),애쉬(패),애쉬(밴),아우렐리온 솔(승),아우렐리온 솔(패),아우렐리온 솔(밴),아지르(승),아지르(패),아지르(밴),바드(승),바드(패),바드(밴),벨베스(승),벨베스(패),벨베스(밴),블리츠크랭크(승),블리츠크랭크(패),블리츠크랭크(밴),브랜드(승),브랜드(패),브랜드(밴),브라움(승),브라움(패),브라움(밴),케이틀린(승),케이틀린(패),케이틀린(밴),카밀(승),카밀(패),카밀(밴),카시오페아(승),카시오페아(패),카시오페아(밴),초가스(승),초가스(패),초가스(밴),코르키(승),코르키(패),코르키(밴),다리우스(승),다리우스(패),다리우스(밴),다이애나(승),다이애나(패),다이애나(밴),드레이븐(승),드레이븐(패),드레이븐(밴),문도 박사(승),문도 박사(패),문도 박사(밴),에코(승),에코(패),에코(밴),엘리스(승),엘리스(패),엘리스(밴),이블린(승),이블린(패),이블린(밴),이즈리얼(승),이즈리얼(패),이즈리얼(밴),피들스틱(승),피들스틱(패),피들스틱(밴),피오라(승),피오라(패),피오라(밴),피즈(승),피즈(패),피즈(밴),갈리오(승),갈리오(패),갈리오(밴),갱플랭크(승),갱플랭크(패),갱플랭크(밴),가렌(승),가렌(패),가렌(밴),나르(승),나르(패),나르(밴),그라가스(승),그라가스(패),그라가스(밴),그레이브즈(승),그레이브즈(패),그레이브즈(밴),그웬(승),그웬(패),그웬(밴),헤카림(승),헤카림(패),헤카림(밴),하이머딩거(승),하이머딩거(패),하이머딩거(밴),일라오이(승),일라오이(패),일라오이(밴),이렐리아(승),이렐리아(패),이렐리아(밴),아이번(승),아이번(패),아이번(밴),잔나(승),잔나(패),잔나(밴),자르반 4세(승),자르반 4세(패),자르반 4세(밴),잭스(승),잭스(패),잭스(밴),제이스(승),제이스(패),제이스(밴),진(승),진(패),진(밴),징크스(승),징크스(패),징크스(밴),카이사(승),카이사(패),카이사(밴),칼리스타(승),칼리스타(패),칼리스타(밴),카르마(승),카르마(패),카르마(밴),카서스(승),카서스(패),카서스(밴),카사딘(승),카사딘(패),카사딘(밴),카타리나(승),카타리나(패),카타리나(밴),케일(승),케일(패),케일(밴),케인(승),케인(패),케인(밴),케넨(승),케넨(패),케넨(밴),카직스(승),카직스(패),카직스(밴),킨드레드(승),킨드레드(패),킨드레드(밴),클레드(승),클레드(패),클레드(밴),코그모(승),코그모(패),코그모(밴),르블랑(승),르블랑(패),르블랑(밴),리 신(승),리 신(패),리 신(밴),레오나(승),레오나(패),레오나(밴),릴리아(승),릴리아(패),릴리아(밴),리산드라(승),리산드라(패),리산드라(밴),루시안(승),루시안(패),루시안(밴),룰루(승),룰루(패),룰루(밴),럭스(승),럭스(패),럭스(밴),말파이트(승),말파이트(패),말파이트(밴),말자하(승),말자하(패),말자하(밴),마오카이(승),마오카이(패),마오카이(밴),마스터 이(승),마스터 이(패),마스터 이(밴),미스포츈(승),미스포츈(패),미스포츈(밴),오공(승),오공(패),오공(밴),모데카이저(승),모데카이저(패),모데카이저(밴),모르가나(승),모르가나(패),모르가나(밴),나미(승),나미(패),나미(밴),나서스(승),나서스(패),나서스(밴),노틸러스(승),노틸러스(패),노틸러스(밴),니코(승),니코(패),니코(밴),니달리(승),니달리(패),니달리(밴),닐라(승),닐라(패),닐라(밴),녹턴(승),녹턴(패),녹턴(밴),누누와 윌럼프(승),누누와 윌럼프(패),누누와 윌럼프(밴),올라프(승),올라프(패),올라프(밴),오리아나(승),오리아나(패),오리아나(밴),오른(승),오른(패),오른(밴),판테온(승),판테온(패),판테온(밴),뽀삐(승),뽀삐(패),뽀삐(밴),파이크(승),파이크(패),파이크(밴),키아나(승),키아나(패),키아나(밴),퀸(승),퀸(패),퀸(밴),라칸(승),라칸(패),라칸(밴),람머스(승),람머스(패),람머스(밴),렉사이(승),렉사이(패),렉사이(밴),렐(승),렐(패),렐(밴),레타나 글라스크(승),레타나 글라스크(패),레타나 글라스크(밴),레넥톤(승),레넥톤(패),레넥톤(밴),렝가(승),렝가(패),렝가(밴),리븐(승),리븐(패),리븐(밴),럼블(승),럼블(패),럼블(밴),라이즈(승),라이즈(패),라이즈(밴),사미라(승),사미라(패),사미라(밴),세주아니(승),세주아니(패),세주아니(밴),세나(승),세나(패),세나(밴),세라핀(승),세라핀(패),세라핀(밴),세트(승),세트(패),세트(밴),샤코(승),샤코(패),샤코(밴),쉔(승),쉔(패),쉔(밴),쉬바나(승),쉬바나(패),쉬바나(밴),신지드(승),신지드(패),신지드(밴),사이온(승),사이온(패),사이온(밴),시비르(승),시비르(패),시비르(밴),스카너(승),스카너(패),스카너(밴),소나(승),소나(패),소나(밴),소라카(승),소라카(패),소라카(밴),스웨인(승),스웨인(패),스웨인(밴),사일러스(승),사일러스(패),사일러스(밴),신드라(승),신드라(패),신드라(밴),탐 켄치(승),탐 켄치(패),탐 켄치(밴),탈리야(승),탈리야(패),탈리야(밴),탈론(승),탈론(패),탈론(밴),타릭(승),타릭(패),타릭(밴),티모(승),티모(패),티모(밴),쓰레쉬(승),쓰레쉬(패),쓰레쉬(밴),트리스타나(승),트리스타나(패),트리스타나(밴),트런들(승),트런들(패),트런들(밴),트린다미어(승),트린다미어(패),트린다미어(밴),트위스티드 페이트(승),트위스티드 페이트(패),트위스티드 페이트(밴),트위치(승),트위치(패),트위치(밴),우디르(승),우디르(패),우디르(밴),우르곳(승),우르곳(패),우르곳(밴),바루스(승),바루스(패),바루스(밴),베인(승),베인(패),베인(밴),베이가(승),베이가(패),베이가(밴),벨코즈(승),벨코즈(패),벨코즈(밴),벡스(승),벡스(패),벡스(밴),바이(승),바이(패),바이(밴),비에고(승),비에고(패),비에고(밴),빅토르(승),빅토르(패),빅토르(밴),블라디미르(승),블라디미르(패),블라디미르(밴),볼리베어(승),볼리베어(패),볼리베어(밴),워윅(승),워윅(패),워윅(밴),자야(승),자야(패),자야(밴),제라스(승),제라스(패),제라스(밴),신 짜오(승),신 짜오(패),신 짜오(밴),야스오(승),야스오(패),야스오(밴),요네(승),요네(패),요네(밴),요릭(승),요릭(패),요릭(밴),유미(승),유미(패),유미(밴),자크(승),자크(패),자크(밴),제드(승),제드(패),제드(밴),제리(승),제리(패),제리(밴),직스(승),직스(패),직스(밴),질리언(승),질리언(패),질리언(밴),조이(승),조이(패),조이(밴),자이라(승),자이라(패),자이라(밴)
피들스틱,9,86,87,127,14,10,53,0,0,1,4,6,3,4,6,6,3,3,4,2,4,24,0,0,0,1,0,0,10,3,1,5,4,1,0,0,0,2,1,2,2,1,0,0,1,9,1,4,10,0,1,0,2,1,0,4,6,21,1,5,3,3,2,2,0,0,0,0,0,0,0,0,2,1,1,1,4,2,54,0,1,1,0,0,1,0,0,5,0,0,0,9,10,4,-1,-1,-1,5,3,35,0,0,4,3,3,8,7,4,13,1,1,2,1,2,0,2,3,4,2,7,30,1,1,1,4,3,36,2,0,5,0,0,1,11,11,15,0,0,0,1,1,0,0,3,0,3,4,15,1,1,1,6,8,0,1,2,0,23,12,1,4,4,25,4,2,6,0,0,18,0,0,0,1,0,11,0,0,0,1,0,3,2,1,1,1,0,0,4,4,39,4,0,1,0,0,0,0,1,30,3,2,4,1,6,1,0,0,1,0,0,0,2,5,0,5,6,2,2,2,0,1,1,1,0,0,0,6,6,4,0,1,2,4,4,5,0,1,2,1,0,1,0,1,1,0,0,0,0,0,0,7,4,12,1,1,0,2,4,56,1,1,11,1,1,1,1,0,4,3,4,0,1,0,0,2,4,0,2,1,2,3,0,6,5,7,65,1,2,3,3,0,0,3,2,1,0,0,2,0,0,14,2,0,1,2,3,8,3,5,11,1,0,2,1,2,3,3,1,3,0,2,0,3,5,22,1,4,5,0,0,0,0,0,0,10,7,2,0,0,9,0,3,1,1,0,0,0,1,0,2,1,0,4,4,3,0,0,0,0,0,0,4,3,0,0,2,0,4,9,21,1,2,1,0,0,0,1,1,28,4,5,10,1,1,3,0,1,1,8,6,4,3,4,2,0,0,0,3,0,2,1,1,0,2,1,0,1,1,2,0,0,0,2,6,8,0,0,2,1,0,1,0,1,0,1,1,15,1,1,0,5,0,2,8,4,6,0,2,3,0,1,1,0,0,0,1,1,0,3,2,1,1,0,0,4,5,4,8,20,11,2,0,0,5,3,24,1,1,6,5,2,24,0,1,0,0,1,0,0,1,0,2,1,21,0,0,0
피오라,114,239,264,1497,0,1,526,2,2,6,17,23,28,6,5,66,15,11,46,18,16,211,0,2,3,0,0,0,19,21,17,5,16,19,0,0,1,5,6,38,7,6,4,8,6,63,14,6,125,4,0,4,4,2,5,19,22,308,0,0,16,2,2,7,1,1,4,0,0,0,1,1,37,2,12,5,12,12,559,0,0,8,7,7,14,2,9,54,2,1,2,17,24,44,5,3,35,-1,-1,-1,1,3,33,10,11,50,0,0,107,0,0,17,0,0,0,6,13,11,33,37,427,0,0,14,22,19,258,3,3,55,0,0,3,7,7,104,0,3,5,2,4,2,2,3,0,0,1,100,0,0,5,8,14,1,6,9,1,50,47,47,11,20,328,13,18,102,6,14,200,1,0,2,10,5,133,0,0,0,2,1,25,0,1,24,4,4,3,17,15,453,0,0,11,1,1,0,12,6,496,24,29,78,14,15,17,4,5,3,2,5,1,4,7,5,11,14,47,9,4,0,0,0,2,1,1,2,10,23,67,4,1,15,15,21,141,1,0,8,0,0,1,0,7,13,0,2,0,0,0,1,23,31,168,1,0,1,16,22,681,2,8,163,0,1,4,5,6,45,1,0,6,3,4,17,1,0,4,4,2,7,3,1,41,5,17,766,10,6,46,0,0,10,9,25,9,3,3,23,9,7,151,14,6,20,8,8,91,1,7,116,1,1,49,0,0,7,5,5,56,1,1,0,13,12,264,6,4,22,2,1,1,3,1,1,8,11,23,5,4,90,0,2,4,0,0,0,1,0,4,0,1,1,7,3,61,1,0,1,0,0,0,0,2,1,4,3,3,36,35,287,10,14,123,3,0,2,22,14,297,6,2,57,6,2,12,1,0,5,20,14,40,6,10,7,1,0,6,0,0,12,6,5,6,5,4,5,2,1,35,0,0,3,21,11,57,1,3,16,2,2,3,2,2,4,8,10,125,8,6,11,14,20,13,16,12,73,2,5,20,1,0,2,0,0,0,4,1,1,1,1,3,1,2,0,9,7,52,4,13,73,0,0,2,14,11,273,4,2,27,4,7,306,2,3,0,1,1,1,0,0,2,17,20,282,1,1,5
피즈,105,41,36,118,6,5,61,0,0,0,1,0,6,0,1,8,1,1,6,6,4,22,0,0,0,0,0,0,2,2,1,2,1,2,0,0,0,0,0,3,2,1,1,0,0,7,1,1,11,1,0,0,2,0,0,3,1,34,1,5,0,1,0,0,0,0,2,0,0,0,1,0,7,0,0,0,3,1,30,0,0,0,0,0,3,0,0,7,0,0,0,1,0,0,0,0,4,1,3,33,-1,-1,-1,0,0,1,3,3,6,0,0,2,1,1,0,2,2,1,8,10,26,0,0,3,6,1,22,1,0,6,1,2,0,1,1,13,0,0,0,0,0,0,1,0,0,5,3,10,0,2,2,0,1,0,2,2,1,13,11,2,0,1,31,0,1,11,0,1,18,0,0,0,0,0,7,0,0,0,1,0,4,1,1,2,0,1,0,5,5,37,1,0,0,0,0,0,0,0,29,6,5,10,1,3,0,0,0,0,0,0,0,0,3,0,1,2,4,1,2,0,0,0,1,0,0,0,4,2,6,1,0,2,3,3,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,3,14,0,0,0,1,1,43,2,1,7,0,0,0,0,1,4,1,2,2,0,0,0,1,0,2,0,3,0,0,0,0,3,1,70,1,2,3,0,0,1,2,4,2,0,0,0,3,1,7,1,0,1,2,1,7,2,3,12,2,0,1,1,0,2,1,1,5,0,0,1,0,3,21,3,2,6,0,0,0,0,0,0,3,1,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,1,0,25,3,1,4,1,0,3,0,0,0,4,1,3,3,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,4,2,5,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,2,1,2,0,0,2,0,1,2,0,0,0,0,0,0,3,1,1,1,0,3,0,0,1,0,1,7,1,0,2,0,0,0,3,4,12,0,1,2,1,0,22,1,0,0,0,0,0,0,1,0,0,0,13,0,0,1
갈리오,3,292,274,213,44,32,89,0,0,2,11,3,3,1,3,5,9,12,9,25,21,29,0,0,0,0,0,0,20,18,3,17,14,0,0,0,0,0,0,2,11,12,0,6,13,4,12,10,14,2,1,2,7,5,0,26,32,53,27,37,7,1,2,2,1,1,1,0,0,0,2,4,12,2,6,1,6,8,84,5,2,1,2,7,1,1,4,6,1,0,0,24,30,4,3,3,8,10,11,50,0,0,1,-1,-1,-1,13,21,25,0,2,5,6,4,2,4,8,1,64,48,55,4,3,2,25,20,37,3,1,11,5,1,0,9,12,14,0,3,0,2,4,0,4,2,1,15,11,25,2,2,1,16,12,0,11,3,0,57,53,8,20,15,49,14,23,20,4,5,37,0,0,2,0,2,18,0,0,0,3,6,5,12,4,7,9,0,0,42,29,78,2,2,0,0,1,0,0,1,51,26,22,13,11,12,2,2,1,2,0,0,2,4,6,1,15,19,5,3,4,0,0,1,0,0,0,0,15,21,7,5,3,2,27,17,22,2,2,1,1,1,1,4,2,4,0,0,0,3,0,1,27,23,27,1,0,0,31,22,105,7,3,23,3,3,2,1,5,13,5,1,0,1,0,1,9,8,0,3,3,0,3,6,9,13,11,111,7,4,10,4,4,3,14,12,3,3,1,2,5,6,19,25,9,1,7,10,17,18,22,20,10,4,8,4,2,0,7,5,8,0,1,1,23,15,38,10,12,4,2,5,0,1,0,1,12,13,4,3,4,13,1,6,1,0,0,0,1,0,0,3,1,1,6,9,8,0,0,0,0,0,0,7,1,0,0,1,0,5,4,32,0,3,10,1,3,0,11,9,51,7,5,7,6,7,1,2,1,0,21,12,5,10,14,2,0,3,1,2,3,0,1,1,0,4,2,1,1,1,6,0,3,0,13,13,6,1,3,3,0,0,0,0,1,0,0,1,15,5,7,2,10,20,1,3,2,5,8,3,4,0,0,0,1,2,0,7,5,0,1,0,1,2,3,0,4,6,10,6,6,11,0,0,0,12,12,39,3,2,2,2,2,36,0,2,0,0,0,0,1,1,0,0,1,38,1,1,0
갱플랭크,41,244,222,519,0,1,209,3,4,5,13,14,13,6,4,24,8,4,19,9,20,103,0,1,4,1,0,0,17,18,6,16,16,2,0,0,0,5,10,23,12,7,4,7,8,16,6,8,40,1,2,1,6,1,0,26,23,118,1,1,1,7,7,5,1,3,1,1,0,0,0,0,23,5,6,3,8,6,200,1,0,0,5,7,1,7,6,23,0,1,0,17,19,13,7,4,13,0,0,107,3,3,6,13,21,25,-1,-1,-1,1,0,7,0,1,2,5,7,12,31,27,122,0,1,7,19,13,106,5,5,24,0,0,2,5,2,29,0,1,0,1,2,1,1,2,0,0,1,29,2,0,7,12,11,0,2,7,0,44,31,19,12,16,121,18,15,36,9,9,83,3,0,1,4,3,43,0,0,0,2,5,10,0,1,9,4,3,0,15,13,164,0,1,1,0,0,0,9,7,149,23,20,26,18,11,3,4,6,1,0,1,1,3,2,0,12,7,16,8,6,1,0,0,3,0,0,0,15,13,20,0,2,6,11,16,46,4,1,1,1,0,0,2,3,9,0,1,1,0,0,0,32,19,55,0,1,1,21,23,227,5,4,53,2,0,1,6,5,17,2,1,0,4,3,5,0,1,1,2,3,1,4,4,21,12,10,274,8,8,23,0,0,3,9,8,0,1,4,10,5,3,47,15,7,3,13,7,37,1,5,39,1,3,25,0,0,1,7,5,23,2,1,1,17,7,104,0,1,9,0,2,1,3,0,1,8,9,9,7,2,43,1,0,2,0,0,0,1,0,2,0,0,1,5,10,19,0,0,0,0,0,0,2,6,1,3,0,3,31,22,97,14,16,33,2,2,1,17,15,81,12,7,21,7,5,2,0,1,2,13,22,15,10,6,7,0,3,1,1,0,6,4,0,3,6,2,2,2,0,10,0,0,1,22,15,21,1,3,7,1,2,2,0,5,1,12,5,54,4,9,8,17,12,5,18,12,26,6,4,8,1,0,0,0,0,0,5,2,0,3,1,2,2,2,0,5,6,24,9,12,21,1,0,0,7,10,96,5,5,9,4,5,122,1,0,0,2,1,1,0,1,1,13,12,97,2,3,0
가렌,86,28,41,78,1,0,36,0,1,0,1,1,2,1,2,6,2,2,4,2,4,7,0,0,1,0,0,0,4,4,1,0,1,2,0,0,0,1,1,0,1,1,0,2,0,4,1,1,10,0,1,1,0,0,1,1,4,15,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7,0,2,0,0,1,32,0,0,0,0,0,2,2,1,3,0,0,0,2,2,1,1,1,2,0,0,17,0,0,2,0,2,5,1,0,7,-1,-1,-1,0,1,1,3,0,0,2,7,23,0,0,1,1,3,5,2,3,1,0,0,1,0,2,7,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,1,2,0,0,0,0,4,8,1,1,4,24,1,1,8,0,2,7,0,0,0,1,1,5,0,0,0,0,0,2,1,0,1,0,0,1,2,3,18,0,0,0,1,1,0,0,2,17,7,4,8,1,3,2,1,2,1,0,0,0,0,2,0,1,2,2,1,0,0,0,1,0,0,0,0,2,1,7,0,0,2,2,3,6,0,0,0,0,0,0,1,1,3,0,0,0,0,1,1,2,2,8,0,0,0,2,6,33,1,1,8,0,0,1,0,2,3,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,33,0,0,2,0,0,0,1,1,0,0,1,1,0,1,10,1,5,3,1,1,4,1,1,10,0,1,0,0,0,0,0,3,3,0,0,0,1,2,12,0,2,2,1,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,0,0,0,0,0,1,2,0,0,0,1,0,1,4,18,1,1,7,0,0,0,2,3,14,2,1,6,0,1,0,0,1,0,5,4,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,4,1,3,0,0,0,0,1,0,0,0,0,1,0,7,1,1,0,1,2,1,3,2,6,1,0,3,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,8,2,2,2,0,0,0,1,1,19,0,1,0,3,2,17,0,0,0,1,0,0,0,0,0,2,2,14,0,0,0
나르,150,141,171,17,1,0,10,1,2,1,10,13,0,0,2,1,8,5,1,10,16,3,4,0,0,0,0,0,8,13,0,4,6,0,0,0,0,4,10,2,9,7,0,4,6,0,9,8,2,2,2,0,3,3,0,11,14,3,1,2,0,1,2,0,0,2,0,0,0,0,0,0,0,5,5,0,9,2,7,1,0,0,3,6,0,2,4,2,0,0,0,11,13,0,1,2,0,0,0,0,1,1,0,6,4,2,0,1,2,0,1,1,-1,-1,-1,10,4,0,24,24,2,0,0,0,14,12,3,1,1,0,0,0,0,3,3,0,0,0,0,0,3,0,2,2,1,0,0,1,0,0,0,6,4,1,6,4,0,36,36,2,6,9,4,3,13,2,3,6,1,1,0,0,6,6,3,0,0,0,1,1,1,0,0,1,3,0,1,8,11,4,0,0,0,0,0,0,4,5,1,12,17,2,7,7,0,2,2,1,1,2,0,2,2,1,9,7,0,5,4,1,0,0,0,0,0,0,8,6,0,0,1,0,10,13,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,1,14,21,4,1,0,0,18,20,5,0,1,1,0,0,0,2,5,0,0,0,0,1,2,1,0,3,0,3,2,0,2,2,1,14,5,4,4,2,0,0,0,0,5,10,0,1,1,0,1,4,0,3,9,0,5,2,2,1,3,1,0,0,2,0,0,0,4,6,0,1,3,1,9,5,5,2,2,0,0,2,0,1,1,0,7,10,0,1,5,1,0,0,0,1,1,0,1,1,0,0,0,0,4,10,2,0,1,0,0,1,0,2,2,0,2,1,1,13,19,4,14,9,0,0,1,0,9,14,6,2,5,1,2,2,0,0,0,0,6,13,0,4,8,0,0,3,0,1,0,0,1,6,0,3,7,2,1,0,0,0,0,0,8,12,1,0,1,0,1,3,0,1,0,0,6,5,1,4,5,0,9,12,1,12,12,1,1,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,1,0,2,5,0,8,5,1,0,0,0,2,6,4,3,2,0,3,4,9,1,3,0,2,1,0,1,1,0,5,11,3,2,1,0
그라가스,79,268,262,61,19,19,33,5,6,1,19,13,0,9,4,4,13,5,1,20,15,12,1,0,1,0,1,0,23,13,0,8,17,0,2,0,1,5,6,4,4,12,0,16,10,5,10,8,1,1,2,0,4,4,0,10,14,18,10,10,0,4,4,1,0,1,0,0,0,0,1,4,1,5,2,1,14,17,27,0,0,1,4,6,0,1,2,3,0,1,0,22,22,2,2,3,4,6,13,11,2,2,1,4,8,1,5,7,12,3,0,0,10,4,0,-1,-1,-1,43,30,14,0,2,2,14,15,8,2,4,1,1,0,0,13,10,5,0,0,0,0,0,0,1,3,0,9,2,5,3,4,1,15,15,0,2,7,0,59,58,2,17,19,11,17,7,3,9,5,12,3,3,0,4,3,6,0,0,0,2,2,2,3,4,2,3,4,0,13,21,13,2,2,0,0,0,0,6,6,20,33,24,4,9,9,0,1,5,0,1,1,0,3,3,0,8,17,1,4,2,0,1,1,2,0,0,0,16,15,1,3,1,1,20,18,6,0,3,1,0,2,0,0,6,2,0,0,0,1,0,0,27,24,4,1,1,0,15,16,29,3,5,9,2,2,0,3,2,0,3,5,0,6,2,0,3,2,0,3,6,0,1,3,0,14,10,36,7,15,3,1,0,0,12,9,0,3,4,2,3,8,5,13,10,1,8,11,6,9,10,4,0,5,0,3,2,0,8,7,2,5,3,0,18,11,8,4,5,3,0,3,0,2,0,0,10,10,1,7,5,6,1,1,1,1,0,0,0,2,0,2,0,0,6,8,2,0,0,0,0,0,0,3,2,0,3,1,0,22,28,8,10,10,2,2,0,0,1,12,11,9,8,0,6,4,0,0,0,0,21,8,1,9,11,0,1,1,0,3,3,1,1,1,1,2,4,1,5,3,2,0,0,0,21,15,6,1,1,1,0,0,0,0,3,0,10,11,5,10,9,0,15,21,1,12,13,5,11,4,1,0,0,0,0,2,0,5,2,0,1,1,0,3,0,0,21,21,4,22,24,2,1,0,0,5,10,13,3,3,0,9,8,14,1,0,0,0,1,0,3,1,0,13,5,8,0,2,0
그레이브즈,104,771,736,1762,104,92,728,15,13,11,87,69,52,12,7,79,36,27,54,66,58,258,5,8,6,0,1,0,50,57,13,32,34,16,1,0,0,23,31,44,28,24,3,0,0,88,28,31,147,3,4,4,21,23,4,63,62,374,30,34,13,12,19,10,8,11,3,2,1,0,10,17,89,6,7,6,27,25,636,8,4,4,7,4,10,0,0,59,0,0,1,66,65,47,2,7,30,33,37,427,8,10,26,64,48,55,31,27,122,2,7,23,24,24,2,43,30,14,-1,-1,-1,8,10,17,1,1,316,13,17,46,3,4,8,27,18,133,0,0,4,6,4,2,1,1,2,43,33,180,6,9,10,38,22,0,17,21,1,149,136,58,40,38,359,51,39,107,8,2,226,8,4,3,14,19,123,1,1,0,0,1,22,27,35,51,0,0,6,0,1,465,5,12,9,4,5,1,26,29,504,7,8,117,30,27,15,1,2,5,5,7,2,11,10,14,31,56,61,19,20,1,6,3,8,1,2,1,81,60,73,1,0,24,52,56,153,1,0,13,5,10,2,12,15,17,2,0,1,2,6,2,80,75,186,4,7,1,3,1,780,12,11,142,0,0,4,5,3,49,6,12,10,16,10,8,38,31,7,10,9,5,13,14,69,39,25,875,2,1,68,4,6,8,33,40,15,9,4,16,0,1,172,41,30,21,20,19,105,27,33,172,10,11,70,5,9,8,46,47,81,20,13,4,46,45,260,43,14,39,7,5,1,14,5,2,32,33,39,0,0,84,10,15,6,1,1,0,13,2,9,3,1,3,18,15,57,0,2,1,0,1,3,12,15,4,10,6,1,86,91,308,52,52,126,4,12,3,24,31,383,1,2,60,13,11,8,5,5,6,51,40,34,40,31,14,1,0,6,8,4,12,19,13,14,9,14,3,7,5,36,2,1,4,46,47,78,8,9,19,4,5,0,3,5,4,35,31,160,2,1,10,3,4,16,66,67,93,29,20,29,0,2,5,0,3,2,14,13,2,5,8,5,0,0,0,14,14,73,30,40,88,1,3,1,30,30,312,5,6,25,6,7,383,5,8,1,7,5,1,3,7,2,71,61,342,3,2,4
그웬,887,36,57,58,1,0,22,2,2,2,1,5,2,0,1,6,0,2,3,4,3,10,3,0,0,0,0,0,0,4,0,2,6,0,0,0,0,1,3,3,1,1,0,0,1,4,1,1,6,1,0,0,0,1,0,5,7,15,2,1,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,4,18,0,0,0,1,1,0,0,0,4,0,0,0,4,5,2,1,1,1,0,0,14,0,0,3,4,3,2,0,1,7,0,0,1,0,0,0,0,2,2,8,10,17,-1,-1,-1,2,6,12,1,2,1,1,0,0,4,7,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2,2,0,4,1,0,8,10,2,3,1,13,4,2,6,0,0,6,0,0,0,0,1,7,0,0,0,0,1,2,0,0,2,1,0,0,3,10,15,0,0,0,0,0,0,1,1,19,6,8,7,1,0,0,0,1,0,0,1,0,2,2,0,0,9,2,0,2,0,0,0,0,0,0,0,4,1,3,0,2,1,1,6,5,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,6,4,0,0,0,1,2,24,0,0,6,0,0,0,0,1,1,0,0,1,0,1,0,0,3,0,1,1,0,0,2,5,4,5,27,1,3,4,0,0,0,1,3,0,0,0,1,2,1,6,1,3,0,0,1,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,2,12,1,2,1,0,0,0,0,1,0,3,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,1,4,8,0,1,0,0,0,16,1,2,1,0,0,0,0,0,1,5,4,2,1,1,0,0,1,0,0,1,0,1,0,0,0,2,1,0,1,3,0,0,1,2,2,0,0,0,2,0,1,1,0,0,0,3,1,6,1,0,3,4,2,2,1,2,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5,1,4,0,0,0,1,2,10,0,0,1,2,4,13,0,0,0,0,0,0,0,0,0,1,2,11,0,0,0
