championName,championId,Win,Lose,Banned,아트록스(승),아트록스(패),아트록스(밴),아리(승),아리(패),아리(밴),아칼리(승),아칼리(패),아칼리(밴),아크샨(승),아크샨(패),아크샨(밴),알리스타(승),알리스타(패),알리스타(밴),아무무(승),아무무(패),아무무(밴),애니비아(승),애니비아(패),애니비아(밴),애니(승),애니(패),애니(밴),아펠리오스(승),아펠리오스(패),아펠리오스(밴),애쉬(승),애쉬(패),애쉬(밴),아우렐리온 솔(승),아우렐리온 솔(패),아우렐리온 솔(밴),아지르(승),아지르(패),아지르(밴),바드(승),바드(패),바드(밴),벨베스(승),벨베스(패),벨베스(밴),블리츠크랭크(승),블리츠크랭크(패),블리츠크랭크(밴),브랜드(승),브랜드(패),브랜드(밴),브라움(승),브라움(패),브라움(밴),케이틀린(승),케이틀린(패),케이틀린(밴),카밀(승),카밀(패),카밀(밴),카시오페아(승),카시오페아(패),카시오페아(밴),초가스(승),초가스(패),초가스(밴),코르키(승),코르키(패),코르키(밴),다리우스(승),다리우스(패),다리우스(밴),다이애나(승),다이애나(패),다이애나(밴),드레이븐(승),드레이븐(패),드레이븐(밴),문도 박사(승),문도 박사(패),문도 박사(밴),에코(승),에코(패),에코(밴),엘리스(승),엘리스(패),엘리스(밴),이블린(승),이블린(패),이블린(밴),이즈리얼(승),이즈리얼(패),이즈리얼(밴),피들스틱(승),피들스틱(패),피들스틱(밴),피오라(승),피오라(패),피오라(밴),피즈(승),피즈(패),피즈(밴),갈리오(승),갈리오(패),갈리오(밴),갱플랭크(승),갱플랭크(패),갱플랭크(밴),가렌(승),가렌(패),가렌(밴),나르(승),나르(패),나르(밴),그라가스(승),그라가스(패),그라가스(밴),그레이브즈(승),그레이브즈(패),그레이브즈(밴),그웬(승),그웬(패),그웬(밴),헤카림(승),헤카림(패),헤카림(밴),하이머딩거(승),하이머딩거(패),하이머딩거(밴),일라오이(승),일라오이(패),일라오이(밴),이렐리아(승),이렐리아(패),이렐리아(밴),아이번(승),아이번(패),아이번(밴),잔나(승),잔나(패),잔나(밴),자르반 4세(승),자르반 4세(패),자르반 4세(밴),잭스(승),잭스(패),잭스(밴),제이스(승),제이스(패),제이스(밴),진(승),진(패),진(밴),징크스(승),징크스(패),징크스(밴),카이사(승),카이사(패),카이사(밴),칼리스타(승),칼리스타(패),칼리스타(밴),카르마(승),카르마(패),카르마(밴),카서스(승),카서스(패),카서스(밴),카사딘(승),카사딘(패),카사딘(밴),카타리나(승),카타리나(패),카타리나(밴),케일(승),케일(패),케일(밴),케인(승),케인(패),케인(밴),케넨(승),케넨(패),케넨(밴),카직스(승),카직스(패),카직스(밴),킨드레드(승),킨드레드(패),킨드레드(밴),클레드(승),클레드(패),클레드(밴),코그모(승),코그모(패),코그모(밴),르블랑(승),르블랑(패),르블랑(밴),리 신(승),리 신(패),리 신(밴),레오나(승),레오나(패),레오나(밴),릴리아(승),릴리아(패),릴리아(밴),리산드라(승),리산드라(패),리산드라(밴),루시안(승),루시안(패),루시안(밴),룰루(승),룰루(패),룰루(밴),럭스(승),럭스(패),럭스(밴),말파이트(승),말파이트(패),말파이트(밴),말자하(승),말자하(패),말자하(밴),마오카이(승),마오카이(패),마오카이(밴),마스터 이(승),마스터 이(패),마스터 이(밴),미스포츈(승),미스포츈(패),미스포츈(밴),오공(승),오공(패),오공(밴),모데카이저(승),모데카이저(패),모데카이저(밴),모르가나(승),모르가나(패),모르가나(밴),나미(승),나미(패),나미(밴),나서스(승),나서스(패),나서스(밴),노틸러스(승),노틸러스(패),노틸러스(밴),니코(승),니코(패),니코(밴),니달리(승),니달리(패),니달리(밴),닐라(승),닐라(패),닐라(밴),녹턴(승),녹턴(패),녹턴(밴),누누와 윌럼프(승),누누와 윌럼프(패),누누와 윌럼프(밴),올라프(승),올라프(패),올라프(밴),오리아나(승),오리아나(패),오리아나(밴),오른(승),오른(패),오른(밴),판테온(승),판테온(패),판테온(밴),뽀삐(승),뽀삐(패),뽀삐(밴),파이크(승),파이크(패),파이크(밴),키아나(승),키아나(패),키아나(밴),퀸(승),퀸(패),퀸(밴),라칸(승),라칸(패),라칸(밴),람머스(승),람머스(패),람머스(밴),렉사이(승),렉사이(패),렉사이(밴),렐(승),렐(패),렐(밴),레타나 글라스크(승),레타나 글라스크(패),레타나 글라스크(밴),레넥톤(승),레넥톤(패),레넥톤(밴),렝가(승),렝가(패),렝가(밴),리븐(승),리븐(패),리븐(밴),럼블(승),럼블(패),럼블(밴),라이즈(승),라이즈(패),라이즈(밴),사미라(승),사미라(패),사미라(밴),세주아니(승),세주아니(패),세주아니(밴),세나(승),세나(패),세나(밴),세라핀(승),세라핀(패),세라핀(밴),세트(승),세트(패),세트(밴),샤코(승),샤코(패),샤코(밴),쉔(승),쉔(패),쉔(밴),쉬바나(승),쉬바나(패),쉬바나(밴),신지드(승),신지드(패),신지드(밴),사이온(승),사이온(패),사이온(밴),시비르(승),시비르(패),시비르(밴),스카너(승),스카너(패),스카너(밴),소나(승),소나(패),소나(밴),소라카(승),소라카(패),소라카(밴),스웨인(승),스웨인(패),스웨인(밴),사일러스(승),사일러스(패),사일러스(밴),신드라(승),신드라(패),신드라(밴),탐 켄치(승),탐 켄치(패),탐 켄치(밴),탈리야(승),탈리야(패),탈리야(밴),탈론(승),탈론(패),탈론(밴),타릭(승),타릭(패),타릭(밴),티모(승),티모(패),티모(밴),쓰레쉬(승),쓰레쉬(패),쓰레쉬(밴),트리스타나(승),트리스타나(패),트리스타나(밴),트런들(승),트런들(패),트런들(밴),트린다미어(승),트린다미어(패),트린다미어(밴),트위스티드 페이트(승),트위스티드 페이트(패),트위스티드 페이트(밴),트위치(승),트위치(패),트위치(밴),우디르(승),우디르(패),우디르(밴),우르곳(승),우르곳(패),우르곳(밴),바루스(승),바루스(패),바루스(밴),베인(승),베인(패),베인(밴),베이가(승),베이가(패),베이가(밴),벨코즈(승),벨코즈(패),벨코즈(밴),벡스(승),벡스(패),벡스(밴),바이(승),바이(패),바이(밴),비에고(승),비에고(패),비에고(밴),빅토르(승),빅토르(패),빅토르(밴),블라디미르(승),블라디미르(패),블라디미르(밴),볼리베어(승),볼리베어(패),볼리베어(밴),워윅(승),워윅(패),워윅(밴),자야(승),자야(패),자야(밴),제라스(승),제라스(패),제라스(밴),신 짜오(승),신 짜오(패),신 짜오(밴),야스오(승),야스오(패),야스오(밴),요네(승),요네(패),요네(밴),요릭(승),요릭(패),요릭(밴),유미(승),유미(패),유미(밴),자크(승),자크(패),자크(밴),제드(승),제드(패),제드(밴),제리(승),제리(패),제리(밴),직스(승),직스(패),직스(밴),질리언(승),질리언(패),질리언(밴),조이(승),조이(패),조이(밴),자이라(승),자이라(패),자이라(밴)
룰루,117,279,322,195,36,40,97,1,8,2,16,22,9,9,9,6,2,1,1,5,3,22,0,0,1,0,1,0,29,47,3,12,17,3,0,1,0,7,11,7,1,0,1,7,11,14,0,0,14,0,0,0,0,2,1,20,38,37,12,17,4,2,5,0,3,1,1,1,0,0,6,4,18,7,4,1,7,6,63,4,2,1,4,8,2,6,7,12,1,1,1,13,16,5,5,6,2,11,14,47,1,2,4,15,19,5,12,7,16,1,2,2,9,7,0,8,17,1,31,56,61,0,9,2,20,16,33,2,0,3,1,2,0,11,15,28,2,1,1,0,1,0,1,6,1,15,14,18,7,5,0,6,11,0,16,27,1,28,26,9,7,1,34,1,2,10,12,9,30,3,1,0,8,8,9,1,1,0,6,6,10,7,16,5,6,3,0,23,22,53,2,2,2,8,15,0,9,5,60,25,30,17,1,2,4,6,7,0,0,1,0,9,7,1,-1,-1,-1,2,3,1,0,2,1,2,1,0,22,14,5,3,1,1,16,23,18,1,3,1,3,4,0,0,1,7,0,0,1,0,3,1,5,1,21,0,1,1,26,24,85,7,6,20,3,2,0,4,7,4,2,7,0,3,4,2,7,12,2,3,7,0,8,10,6,3,1,77,12,13,11,2,3,0,0,5,1,4,4,5,10,10,23,3,0,0,1,0,12,16,22,24,4,11,5,9,7,0,9,16,9,3,5,1,8,0,40,16,15,2,1,0,0,1,2,2,14,14,11,6,6,13,4,7,2,1,1,0,2,3,0,2,3,0,12,9,5,0,0,0,0,1,1,0,0,1,1,3,0,32,29,31,9,13,10,0,0,0,17,19,41,5,5,8,0,1,3,1,3,2,3,1,3,20,14,2,3,1,0,4,8,0,3,10,1,11,16,1,6,4,8,1,1,1,29,18,11,10,11,3,1,0,1,0,1,1,10,10,17,3,6,2,15,15,5,21,22,14,8,8,1,0,0,0,2,1,0,5,1,0,2,3,2,5,4,0,7,6,9,19,29,9,1,1,0,3,0,34,12,4,2,14,16,56,4,9,0,0,0,0,1,0,0,21,18,40,0,0,1
럭스,99,125,133,8,20,10,5,2,1,0,10,9,1,5,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,5,5,0,2,0,0,2,3,0,3,0,1,0,0,1,1,0,0,89,78,0,5,4,0,0,3,0,0,2,0,0,0,0,1,2,1,1,0,0,1,0,3,0,0,0,3,2,0,1,1,1,1,1,0,5,18,1,2,2,0,9,4,0,1,2,0,3,4,0,8,6,1,1,0,0,5,4,1,4,2,0,19,20,1,0,2,0,8,8,0,0,2,0,0,2,0,10,8,0,0,0,0,0,0,0,1,4,0,3,8,0,3,2,0,5,5,0,0,1,0,6,7,0,2,0,2,0,4,2,4,3,0,0,1,0,5,5,0,0,0,0,0,4,1,2,7,0,0,2,0,12,13,0,0,0,0,0,0,0,0,5,4,15,14,1,1,0,0,2,3,0,1,1,0,0,2,0,2,3,1,-1,-1,-1,0,3,0,0,0,0,3,13,0,3,3,1,4,3,0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0,1,0,13,7,3,0,1,0,1,1,0,2,2,0,3,3,0,1,0,1,5,7,0,1,3,0,5,2,0,0,2,3,1,4,0,1,2,0,0,0,0,1,1,1,3,2,2,1,1,0,1,0,0,7,8,0,2,5,0,2,2,0,5,2,0,0,3,0,2,2,1,5,5,0,0,1,0,0,1,0,8,7,0,2,3,1,3,6,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,2,0,15,7,2,5,8,0,0,1,0,7,8,2,6,1,0,0,0,0,2,0,0,0,2,0,1,1,0,1,2,0,0,1,0,2,3,0,1,2,0,1,2,0,0,0,0,2,1,0,3,4,0,0,1,0,1,0,0,6,5,0,5,6,0,8,9,1,6,8,0,3,3,0,1,0,0,0,1,0,2,0,0,0,2,0,0,2,0,2,3,0,7,9,0,1,0,0,0,1,1,2,1,0,11,4,5,1,1,0,1,0,0,1,1,1,6,8,1,0,1,0
말파이트,54,27,22,32,1,0,12,0,0,1,2,0,1,0,0,1,1,2,2,1,1,7,1,1,0,0,0,0,0,1,0,1,3,0,0,0,0,2,0,0,0,0,0,2,1,0,4,0,5,0,0,0,0,0,0,1,3,9,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,20,0,0,0,1,0,0,0,1,1,0,1,0,2,4,0,1,1,1,0,0,2,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,1,1,2,6,3,8,0,0,0,0,2,1,1,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,1,1,0,9,2,2,0,2,8,0,1,2,1,2,4,0,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,3,2,9,1,0,0,0,0,0,1,0,10,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,-1,-1,-1,0,0,0,4,0,2,0,0,2,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,2,2,2,0,0,0,1,1,11,1,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,1,2,14,0,2,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4,1,0,4,0,0,3,0,0,0,4,2,1,1,0,0,1,0,4,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,7,0,1,1,0,0,0,1,1,4,0,0,1,0,1,0,0,0,0,3,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,3,4,2,3,0,0,0,3,2,6,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0
말자하,90,12,12,4,2,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,2,3,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,-1,-1,-1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
마오카이,57,513,498,271,63,57,117,5,5,2,31,34,10,11,13,16,12,12,6,25,22,52,4,0,1,1,0,0,25,39,2,15,20,2,0,0,0,18,19,6,8,7,2,13,16,20,14,14,18,4,2,0,7,10,1,22,34,36,14,24,4,3,7,3,5,2,0,1,2,0,4,5,15,14,3,3,17,15,95,1,3,2,5,10,3,14,12,11,2,1,0,34,35,11,6,6,4,10,23,67,4,2,6,15,21,7,15,13,20,2,1,7,8,6,0,16,15,1,81,60,73,4,1,3,17,25,47,7,7,6,1,1,2,21,28,25,0,2,0,1,3,1,3,2,0,17,20,25,8,4,3,18,18,0,14,9,1,110,108,12,32,29,54,10,20,19,13,9,38,2,1,2,18,13,23,1,1,0,4,3,10,8,10,7,7,4,0,22,25,72,5,5,2,1,2,0,10,13,73,50,31,14,17,4,5,6,5,0,1,6,0,8,8,2,22,14,5,3,13,0,4,0,2,3,2,0,-1,-1,-1,3,7,8,40,41,28,2,0,4,1,2,0,2,4,5,1,0,1,3,1,0,19,30,28,3,2,0,34,33,110,6,8,28,3,3,2,4,6,0,8,4,4,5,9,2,8,3,1,9,2,0,10,10,10,18,19,135,12,18,6,3,2,1,17,16,1,5,1,3,11,8,26,18,11,7,13,9,16,22,20,28,8,12,17,12,4,0,21,26,17,3,10,1,44,45,48,11,19,3,7,5,1,8,4,0,34,30,5,3,3,8,7,4,1,0,1,0,4,4,3,3,2,1,11,7,11,0,1,0,0,2,0,10,6,2,6,2,0,60,42,58,20,30,24,2,3,0,41,24,47,16,8,10,5,5,2,2,2,4,19,18,6,27,27,2,4,5,2,7,11,3,7,11,1,9,5,0,1,5,9,2,3,0,47,28,4,11,8,4,4,6,0,2,2,0,26,20,39,14,15,2,31,33,4,38,36,12,16,10,9,2,3,1,3,2,0,15,6,0,2,2,2,2,5,0,20,23,12,27,40,9,2,2,0,9,8,54,7,4,7,23,17,54,3,1,0,1,3,0,0,4,2,33,41,49,3,2,2
마스터 이,11,65,54,102,6,6,39,0,2,2,5,3,6,2,4,4,2,4,2,3,5,22,1,0,1,0,0,0,5,2,0,3,6,5,0,0,0,1,1,0,2,3,0,1,0,4,3,2,21,0,1,1,1,3,0,6,6,12,2,0,1,0,0,1,0,1,1,0,0,0,2,1,12,0,0,1,3,1,28,2,0,3,1,0,0,0,0,11,0,0,1,5,6,3,0,1,2,4,1,15,1,0,2,5,3,2,0,2,6,0,0,2,0,1,0,3,1,1,1,0,24,0,2,1,0,0,15,2,1,0,2,0,0,4,3,18,0,0,0,0,0,2,0,0,1,1,2,9,2,1,0,4,0,1,2,1,0,13,10,4,2,3,12,3,2,7,0,4,13,0,0,0,1,0,7,0,1,0,0,0,3,4,1,4,0,0,0,1,0,12,1,0,2,0,0,0,0,3,24,2,1,11,1,0,7,1,0,0,0,1,1,1,1,1,3,1,1,3,3,1,0,0,2,0,0,0,3,7,8,-1,-1,-1,2,4,23,0,0,0,0,1,1,0,2,7,0,0,0,0,0,0,4,2,14,0,1,0,2,0,33,1,2,8,1,1,2,1,0,1,2,1,2,0,1,0,2,1,2,0,1,0,1,0,9,4,1,43,0,0,5,2,0,2,3,2,0,0,0,3,0,0,17,3,6,1,3,2,7,2,5,9,1,3,3,0,0,0,3,0,4,1,1,0,3,2,26,3,5,4,1,1,0,1,0,0,9,2,3,0,1,6,1,1,0,0,0,0,0,0,2,0,1,0,2,3,7,0,0,0,1,0,0,0,1,0,1,2,3,15,8,17,3,0,2,1,1,1,3,3,10,1,0,3,2,0,0,0,0,1,9,6,2,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,0,3,0,0,0,3,1,2,2,2,2,0,0,0,0,0,0,2,2,11,0,0,1,1,0,3,6,1,9,2,1,2,0,1,0,0,0,0,2,2,0,1,0,1,0,0,0,1,1,3,1,4,9,1,0,1,2,0,26,2,1,2,0,2,37,1,0,0,0,0,1,0,0,0,6,8,9,1,0,0
미스포츈,21,372,391,612,51,59,264,6,4,5,31,34,27,12,15,23,14,17,17,52,55,111,0,1,2,1,0,0,0,0,5,10,18,7,0,0,1,8,12,13,9,10,1,14,12,33,14,18,65,0,3,1,8,6,0,0,0,95,11,18,9,9,9,1,0,0,2,0,1,0,5,3,49,8,13,4,0,0,178,4,3,5,7,6,4,9,6,48,1,0,1,2,3,19,4,4,5,15,21,141,3,3,11,27,17,22,11,16,46,2,3,6,10,13,0,20,18,6,52,56,153,1,6,5,22,28,103,4,7,14,2,2,3,27,17,70,0,2,2,3,5,4,7,6,1,24,14,72,5,7,3,1,1,1,0,0,1,0,0,32,0,0,105,14,13,50,14,14,72,1,2,4,11,14,41,0,3,0,3,6,19,18,8,22,8,6,1,31,27,155,3,1,3,0,0,0,6,9,197,44,40,50,27,20,7,4,14,1,1,2,1,0,0,6,16,23,18,4,3,0,1,1,0,0,1,0,40,41,28,2,4,23,-1,-1,-1,4,3,4,4,4,2,1,4,13,0,0,2,2,1,0,37,32,81,2,3,1,37,38,230,0,0,42,2,3,4,3,5,9,11,9,5,7,5,3,13,10,6,7,4,1,12,11,40,24,18,272,12,12,19,7,5,3,16,22,4,1,4,13,7,7,68,14,19,8,6,12,34,23,27,51,7,12,31,6,0,5,16,27,23,6,6,1,0,0,116,12,21,11,1,0,2,3,2,2,25,30,16,3,6,43,3,11,5,0,0,1,3,1,3,5,1,0,0,2,29,0,0,0,0,2,0,5,2,0,5,2,3,51,41,96,13,12,33,0,1,3,25,30,104,12,10,17,5,6,3,4,1,2,19,17,12,5,4,8,1,6,3,8,14,5,6,2,6,0,1,3,1,9,23,3,0,3,0,0,11,4,2,12,0,2,0,1,3,1,20,19,65,14,7,11,26,31,1,31,32,35,11,3,5,0,0,2,1,2,1,0,2,1,5,2,3,2,2,0,6,10,23,20,22,33,3,0,1,15,11,112,6,11,7,8,17,183,0,0,0,0,0,2,3,1,1,30,21,90,3,3,1
오공,62,26,34,33,4,5,16,0,1,0,2,2,0,0,0,2,1,4,3,3,1,8,0,1,2,0,0,0,1,6,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,3,0,0,0,2,1,0,1,0,4,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3,0,0,0,3,1,10,0,0,1,1,0,0,4,0,3,1,0,0,1,2,3,0,1,2,1,0,8,0,0,1,2,2,1,4,1,1,0,0,0,0,1,0,0,3,1,1,0,13,0,0,1,0,0,8,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,3,3,0,1,0,0,1,1,0,2,0,3,8,3,1,3,12,3,0,2,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,1,1,2,0,0,0,0,0,5,0,0,0,0,0,0,1,1,7,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,0,0,1,0,0,0,2,0,4,0,0,0,4,3,4,-1,-1,-1,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,0,0,0,0,0,14,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,0,0,0,1,1,1,0,2,15,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,2,1,1,0,3,2,2,0,4,0,1,2,1,0,2,4,4,2,0,1,1,2,1,10,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,4,6,5,1,1,3,0,0,0,1,1,4,0,0,1,0,1,1,0,0,1,2,4,0,3,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,2,4,0,0,1,1,0,0,2,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,3,2,0,0,0,1,2,3,0,1,1,0,0,6,0,1,0,0,0,0,0,0,0,4,5,10,0,0,0
모데카이저,82,34,40,10,1,0,5,1,1,0,1,2,0,2,2,1,3,0,1,1,0,4,0,0,2,0,0,0,2,7,0,0,3,0,0,0,0,0,2,0,1,1,1,0,3,1,2,2,1,0,0,0,1,2,0,3,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,2,0,0,2,1,1,0,1,0,2,0,0,0,2,3,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,5,10,2,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,4,8,0,2,2,0,0,4,1,1,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,1,0,1,5,1,0,0,0,0,0,0,0,1,2,6,6,1,0,4,0,1,0,0,0,0,0,2,0,0,3,4,0,4,0,0,0,0,1,0,0,0,1,2,0,0,1,1,4,4,2,0,0,0,-1,-1,-1,0,2,0,0,0,0,0,0,0,0,3,4,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,1,5,4,0,0,0,0,1,4,0,0,0,0,0,1,2,1,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,2,2,1,0,0,0,3,2,2,1,2,0,1,0,0,0,0,0,5,2,1,1,2,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,1,0,0,1,1,0,1,1,0,3,1,1,3,2,2,1,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,1,2,1,0,2,3,0,0,0,5,1,2,1,1,0,3,1,3,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0
모르가나,25,59,67,81,8,14,35,0,1,1,2,4,5,2,0,4,0,0,0,1,1,19,0,0,0,1,0,0,3,3,2,1,0,2,0,0,0,2,0,2,0,0,0,0,2,5,0,0,12,1,0,0,0,0,0,37,33,13,3,2,0,5,1,0,0,0,0,0,0,0,1,1,10,1,1,0,0,4,17,0,0,7,1,2,0,1,2,10,0,1,0,3,2,1,0,1,1,0,7,13,0,1,1,4,2,4,2,3,9,1,1,3,1,2,1,0,6,2,12,15,17,1,0,0,3,4,13,1,0,3,1,0,0,3,1,11,0,1,0,0,0,0,0,0,0,4,1,3,1,1,0,2,2,1,0,2,0,7,6,4,0,2,11,1,0,3,2,2,5,0,0,0,1,1,2,0,0,0,0,1,5,0,1,2,0,0,0,3,7,16,3,0,1,2,0,0,1,2,24,11,5,8,0,0,4,0,1,0,0,0,0,1,2,1,0,1,7,0,0,1,0,1,1,1,0,0,2,4,5,0,2,7,1,4,13,0,0,2,0,2,0,-1,-1,-1,0,0,0,1,2,0,0,0,11,1,0,0,3,3,26,1,0,8,0,0,0,1,1,0,1,2,0,1,1,0,5,3,0,1,2,0,0,1,3,0,0,23,2,2,1,0,0,1,0,0,0,0,0,4,1,0,11,0,0,3,0,0,5,3,2,4,0,2,2,1,3,0,1,1,6,0,1,0,0,0,16,6,3,4,0,0,0,0,0,0,3,3,4,2,1,14,3,5,0,0,0,0,0,0,2,0,0,0,0,2,8,0,0,0,0,0,0,0,0,1,0,0,2,4,9,14,4,3,4,0,0,2,4,4,9,3,0,3,0,0,1,1,0,1,0,0,1,3,0,0,0,1,1,0,1,2,0,1,0,0,1,1,0,3,7,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,3,4,10,3,2,0,1,4,2,6,1,9,4,1,0,0,1,2,1,2,1,0,1,0,0,0,3,1,0,0,3,4,7,2,3,7,0,0,0,0,0,14,3,1,2,0,4,32,0,0,0,0,1,0,0,0,0,7,6,10,0,0,0
